datetime,Manufacturing_AHE,Mining_and_Logging_AHE,Trade_Transportation_and_Utilities_AHE,Construction_AHE,Information_AHE,Financial_Activities_AHE,Professional_and_Business_Services_AHE,Education_and_Health_Services_AHE,Leisure_and_Hospitality_AHE,Total_Private_AHE,White_Unemployement,Black_Unemployement,Hispanic_Unemployement,adjclose_weekly_change,volume_weekly_change,price_range_weekly_change,adjclose_weekly_volatility,volume_weekly_volatility,price_range_weekly_volatility,adjclose_monthly_change,volume_monthly_change,price_range_monthly_change,adjclose_monthly_volatility,volume_monthly_volatility,price_range_monthly_volatility,inflation_monthly,adjclose_quarterly_change,volume_quarterly_change,price_range_quarterly_change,adjclose_quarterly_volatility,volume_quarterly_volatility,price_range_quarterly_volatility,inflation_quarterly,year,adjclose_annual_change,volume_annual_change,price_range_annual_change,adjclose_annual_volatility,volume_annual_volatility,price_range_annual_volatility,inflation_annual,month,quarter,week,weekday,APPLEINC_adjclose,AMAZONCOMINC_adjclose,DOMINOSPIZZAINC_adjclose
2012-04-24,19.02,25.71,17.33,23.9,26.82,22.49,23.23,20.85,11.6,19.65,7.3,14.0,10.6,0.052392409328605234,-0.6055012234899201,-0.7652884901850442,0.6772094123281871,3.7769032973608883,5.411823319054493,-0.024824839564032475,-0.3076354443955033,0.2217219382193103,0.4833815285583991,4.018893546376992,7.3599759885424305,-0.0011734793663211727,-0.02176519644827524,-0.42342149108527816,-0.2241065545199019,0.3385446624935681,3.784063135883964,6.87848874042894,-0.00426364169763349,Y2012,0.304858471400955,2.6707394997272638,8.313838323377269,0.29478542232999105,5.200974145910376,7.5172880007502245,0.015948646681225753,M4,Q2,W17,Tuesday,70.11737823486328,190.3300018310547,31.99691390991211
2012-04-25,19.02,25.71,17.33,23.9,26.82,22.49,23.23,20.85,11.6,19.65,7.3,14.0,10.6,0.052392409328605234,-0.6055012234899201,-0.7652884901850442,0.6772094123281871,3.7769032973608883,5.411823319054493,-0.024824839564032475,-0.3076354443955033,0.2217219382193103,0.4833815285583991,4.018893546376992,7.3599759885424305,-0.0011734793663211727,-0.02176519644827524,-0.42342149108527816,-0.2241065545199019,0.3385446624935681,3.784063135883964,6.87848874042894,-0.00426364169763349,Y2012,0.304858471400955,2.6707394997272638,8.313838323377269,0.29478542232999105,5.200974145910376,7.5172880007502245,0.015948646681225753,M4,Q2,W17,Wednesday,76.33968353271484,194.4199981689453,33.486446380615234
2012-04-26,19.02,25.71,17.33,23.9,26.82,22.49,23.23,20.85,11.6,19.65,7.3,14.0,10.6,0.052392409328605234,-0.6055012234899201,-0.7652884901850442,0.6772094123281871,3.7769032973608883,5.411823319054493,-0.024824839564032475,-0.3076354443955033,0.2217219382193103,0.4833815285583991,4.018893546376992,7.3599759885424305,-0.0011734793663211727,-0.02176519644827524,-0.42342149108527816,-0.2241065545199019,0.3385446624935681,3.784063135883964,6.87848874042894,-0.00426364169763349,Y2012,0.304858471400955,2.6707394997272638,8.313838323377269,0.29478542232999105,5.200974145910376,7.5172880007502245,0.015948646681225753,M4,Q2,W17,Thursday,76.05183410644531,195.9900054931641,33.98915481567383
2012-04-27,19.02,25.71,17.33,23.9,26.82,22.49,23.23,20.85,11.6,19.65,7.3,14.0,10.6,0.052392409328605234,-0.6055012234899201,-0.7652884901850442,0.6772094123281871,3.7769032973608883,5.411823319054493,-0.024824839564032475,-0.3076354443955033,0.2217219382193103,0.4833815285583991,4.018893546376992,7.3599759885424305,-0.0011734793663211727,-0.02176519644827524,-0.42342149108527816,-0.2241065545199019,0.3385446624935681,3.784063135883964,6.87848874042894,-0.00426364169763349,Y2012,0.304858471400955,2.6707394997272638,8.313838323377269,0.29478542232999105,5.200974145910376,7.5172880007502245,0.015948646681225753,M4,Q2,W17,Friday,75.46363830566406,226.8500061035156,34.584972381591804
2012-04-30,19.02,25.71,17.33,23.9,26.82,22.49,23.23,20.85,11.6,19.65,7.3,14.0,10.6,-0.06260391844443093,0.30308141376034303,1.3221727029974797,0.26844796182149405,4.361020645421259,9.135238229615934,-0.024824839564032475,-0.3076354443955033,0.2217219382193103,0.4833815285583991,4.018893546376992,7.3599759885424305,-0.0011734793663211727,-0.02176519644827524,-0.42342149108527816,-0.2241065545199019,0.3385446624935681,3.784063135883964,6.87848874042894,-0.00426364169763349,Y2012,0.304858471400955,2.6707394997272638,8.313838323377269,0.29478542232999105,5.200974145910376,7.5172880007502245,0.015948646681225753,M4,Q2,W18,Monday,73.08335876464844,231.8999938964844,35.199398040771484
2012-05-01,19.04,25.63,17.4,23.9,26.89,22.66,23.21,20.85,11.62,19.68,7.4,13.5,10.9,-0.06260391844443093,0.30308141376034303,1.3221727029974797,0.26844796182149405,4.361020645421259,9.135238229615934,-0.009249750920825141,-0.02858944713054279,-0.3470983092021488,0.2878922963059151,3.5655074967055285,5.04869966866463,-0.0014663968844504938,-0.02176519644827524,-0.42342149108527816,-0.2241065545199019,0.3385446624935681,3.784063135883964,6.87848874042894,-0.00426364169763349,Y2012,0.304858471400955,2.6707394997272638,8.313838323377269,0.29478542232999105,5.200974145910376,7.5172880007502245,0.015948646681225753,M5,Q2,W18,Tuesday,72.8518295288086,230.0399932861328,31.941059112548828
2012-05-02,19.04,25.63,17.4,23.9,26.89,22.66,23.21,20.85,11.62,19.68,7.4,13.5,10.9,-0.06260391844443093,0.30308141376034303,1.3221727029974797,0.26844796182149405,4.361020645421259,9.135238229615934,-0.009249750920825141,-0.02858944713054279,-0.3470983092021488,0.2878922963059151,3.5655074967055285,5.04869966866463,-0.0014663968844504938,-0.02176519644827524,-0.42342149108527816,-0.2241065545199019,0.3385446624935681,3.784063135883964,6.87848874042894,-0.00426364169763349,Y2012,0.304858471400955,2.6707394997272638,8.313838323377269,0.29478542232999105,5.200974145910376,7.5172880007502245,0.015948646681225753,M5,Q2,W18,Wednesday,73.33364868164062,230.25,31.14044570922852
2012-05-03,19.04,25.63,17.4,23.9,26.89,22.66,23.21,20.85,11.62,19.68,7.4,13.5,10.9,-0.06260391844443093,0.30308141376034303,1.3221727029974797,0.26844796182149405,4.361020645421259,9.135238229615934,-0.009249750920825141,-0.02858944713054279,-0.3470983092021488,0.2878922963059151,3.5655074967055285,5.04869966866463,-0.0014663968844504938,-0.02176519644827524,-0.42342149108527816,-0.2241065545199019,0.3385446624935681,3.784063135883964,6.87848874042894,-0.00426364169763349,Y2012,0.304858471400955,2.6707394997272638,8.313838323377269,0.29478542232999105,5.200974145910376,7.5172880007502245,0.015948646681225753,M5,Q2,W18,Thursday,72.81303405761719,229.4499969482422,30.7680606842041
2012-05-04,19.04,25.63,17.4,23.9,26.89,22.66,23.21,20.85,11.62,19.68,7.4,13.5,10.9,-0.06260391844443093,0.30308141376034303,1.3221727029974797,0.26844796182149405,4.361020645421259,9.135238229615934,-0.009249750920825141,-0.02858944713054279,-0.3470983092021488,0.2878922963059151,3.5655074967055285,5.04869966866463,-0.0014663968844504938,-0.02176519644827524,-0.42342149108527816,-0.2241065545199019,0.3385446624935681,3.784063135883964,6.87848874042894,-0.00426364169763349,Y2012,0.304858471400955,2.6707394997272638,8.313838323377269,0.29478542232999105,5.200974145910376,7.5172880007502245,0.015948646681225753,M5,Q2,W18,Friday,70.73931884765625,223.9900054931641,30.38635635375977
2012-05-07,19.04,25.63,17.4,23.9,26.89,22.66,23.21,20.85,11.62,19.68,7.4,13.5,10.9,0.0025833848867078397,-0.2461288124131604,-0.2327504180551224,0.08487604711283947,3.3732796294245966,5.248776777281961,-0.009249750920825141,-0.02858944713054279,-0.3470983092021488,0.2878922963059151,3.5655074967055285,5.04869966866463,-0.0014663968844504938,-0.02176519644827524,-0.42342149108527816,-0.2241065545199019,0.3385446624935681,3.784063135883964,6.87848874042894,-0.00426364169763349,Y2012,0.304858471400955,2.6707394997272638,8.313838323377269,0.29478542232999105,5.200974145910376,7.5172880007502245,0.015948646681225753,M5,Q2,W19,Monday,71.26872253417969,225.16000366210938,30.4887752532959
2012-05-08,19.04,25.63,17.4,23.9,26.89,22.66,23.21,20.85,11.62,19.68,7.4,13.5,10.9,0.0025833848867078397,-0.2461288124131604,-0.2327504180551224,0.08487604711283947,3.3732796294245966,5.248776777281961,-0.009249750920825141,-0.02858944713054279,-0.3470983092021488,0.2878922963059151,3.5655074967055285,5.04869966866463,-0.0014663968844504938,-0.02176519644827524,-0.42342149108527816,-0.2241065545199019,0.3385446624935681,3.784063135883964,6.87848874042894,-0.00426364169763349,Y2012,0.304858471400955,2.6707394997272638,8.313838323377269,0.29478542232999105,5.200974145910376,7.5172880007502245,0.015948646681225753,M5,Q2,W19,Tuesday,71.10603332519531,223.8999938964844,30.39567756652832
2012-05-09,19.04,25.63,17.4,23.9,26.89,22.66,23.21,20.85,11.62,19.68,7.4,13.5,10.9,0.0025833848867078397,-0.2461288124131604,-0.2327504180551224,0.08487604711283947,3.3732796294245966,5.248776777281961,-0.009249750920825141,-0.02858944713054279,-0.3470983092021488,0.2878922963059151,3.5655074967055285,5.04869966866463,-0.0014663968844504938,-0.02176519644827524,-0.42342149108527816,-0.2241065545199019,0.3385446624935681,3.784063135883964,6.87848874042894,-0.00426364169763349,Y2012,0.304858471400955,2.6707394997272638,8.313838323377269,0.29478542232999105,5.200974145910376,7.5172880007502245,0.015948646681225753,M5,Q2,W19,Wednesday,71.23118591308594,222.97999572753903,30.19086265563965
2012-05-10,19.04,25.63,17.4,23.9,26.89,22.66,23.21,20.85,11.62,19.68,7.4,13.5,10.9,0.0025833848867078397,-0.2461288124131604,-0.2327504180551224,0.08487604711283947,3.3732796294245966,5.248776777281961,-0.009249750920825141,-0.02858944713054279,-0.3470983092021488,0.2878922963059151,3.5655074967055285,5.04869966866463,-0.0014663968844504938,-0.02176519644827524,-0.42342149108527816,-0.2241065545199019,0.3385446624935681,3.784063135883964,6.87848874042894,-0.00426364169763349,Y2012,0.304858471400955,2.6707394997272638,8.313838323377269,0.29478542232999105,5.200974145910376,7.5172880007502245,0.015948646681225753,M5,Q2,W19,Thursday,71.39888000488281,226.69000244140625,31.363859176635746
2012-05-11,19.04,25.63,17.4,23.9,26.89,22.66,23.21,20.85,11.62,19.68,7.4,13.5,10.9,0.0025833848867078397,-0.2461288124131604,-0.2327504180551224,0.08487604711283947,3.3732796294245966,5.248776777281961,-0.009249750920825141,-0.02858944713054279,-0.3470983092021488,0.2878922963059151,3.5655074967055285,5.04869966866463,-0.0014663968844504938,-0.02176519644827524,-0.42342149108527816,-0.2241065545199019,0.3385446624935681,3.784063135883964,6.87848874042894,-0.00426364169763349,Y2012,0.304858471400955,2.6707394997272638,8.313838323377269,0.29478542232999105,5.200974145910376,7.5172880007502245,0.015948646681225753,M5,Q2,W19,Friday,70.92206573486328,227.67999267578125,31.326623916625977
